Variable	Table	CodeOrValue	ValueDescription	Count	Cumulative	SkipToItem
OHQ845	OHQ_L	9	Don't know	13	11739	
OHQ845	OHQ_L	.	Missing	5	11744	
OHQ620	OHQ_L	1	Very often	300	300	
OHQ620	OHQ_L	2	Fairly often	390	690	
OHQ620	OHQ_L	3	Occasionally	1811	2501	
OHQ620	OHQ_L	4	Hardly ever, or	3531	6032	
OHQ620	OHQ_L	5	Never?	5697	11729	
OHQ620	OHQ_L	7	Refused	4	11733	
OHQ620	OHQ_L	9	Don't know	6	11739	
OHQ620	OHQ_L	.	Missing	5	11744	
OHQ630	OHQ_L	1	Very often,	214	214	
OHQ630	OHQ_L	2	Fairly often,	250	464	
OHQ630	OHQ_L	3	Occasionally,	685	1149	
OHQ630	OHQ_L	4	Hardly ever, or	1389	2538	
OHQ630	OHQ_L	5	Never?	5254	7792	
OHQ630	OHQ_L	7	Refused	3	7795	
OHQ630	OHQ_L	9	Don't know	10	7805	
OHQ630	OHQ_L	.	Missing	3939	11744	
OHQ640	OHQ_L	1	Very often,	64	64	
OHQ640	OHQ_L	2	Fairly often,	92	156	
OHQ640	OHQ_L	3	Occasionally,	227	383	
OHQ640	OHQ_L	4	Hardly ever, or	671	1054	
OHQ640	OHQ_L	5	Never?	6738	7792	
OHQ640	OHQ_L	7	Refused	5	7797	
OHQ640	OHQ_L	9	Don't know	8	7805	
OHQ640	OHQ_L	.	Missing	3939	11744	
OHQ660	OHQ_L	1	Very often	361	361	
OHQ660	OHQ_L	2	Fairly often	300	661	
OHQ660	OHQ_L	3	Occasionally	862	1523	
OHQ660	OHQ_L	4	Hardly ever, or	1319	2842	
OHQ660	OHQ_L	5	Never?	4953	7795	
OHQ660	OHQ_L	7	Refused	3	7798	
OHQ660	OHQ_L	9	Don't know	6	7804	
OHQ660	OHQ_L	.	Missing	3940	11744	
OHQ670	OHQ_L	1	Very often	318	318	
OHQ670	OHQ_L	2	Fairly often	297	615	
OHQ670	OHQ_L	3	Occasionally	925	1540	
OHQ670	OHQ_L	4	Hardly ever, or	1482	3022	
OHQ670	OHQ_L	5	Never?	4776	7798	
OHQ670	OHQ_L	7	Refused	3	7801	
OHQ670	OHQ_L	9	Don't know	4	7805	
OHQ670	OHQ_L	.	Missing	3939	11744	
OHQ680	OHQ_L	1	Very often	414	414	
OHQ680	OHQ_L	2	Fairly often	279	693	
OHQ680	OHQ_L	3	Occasionally	646	1339	
OHQ680	OHQ_L	4	Hardly ever, or	1025	2364	
OHQ680	OHQ_L	5	Never?	5436	7800	
OHQ680	OHQ_L	7	Refused	3	7803	
OHQ680	OHQ_L	9	Don't know	1	7804	
OHQ680	OHQ_L	.	Missing	3940	11744	
PUQ100	PUQMEC_L	1	Yes	569	569	
PUQ100	PUQMEC_L	2	No	7434	8003	
PUQ100	PUQMEC_L	7	Refused	0	8003	
PUQ100	PUQMEC_L	9	Don't know	28	8031	
PUQ100	PUQMEC_L	.	Missing	37	8068	
PUQ110	PUQMEC_L	1	Yes	364	364	
PUQ110	PUQMEC_L	2	No	7589	7953	
PUQ110	PUQMEC_L	7	Refused	0	7953	
PUQ110	PUQMEC_L	9	Don't know	78	8031	
PUQ110	PUQMEC_L	.	Missing	37	8068	
PAD790Q	PAQ_L	0 to 180	Range of Values	8086	8086	
PAD790Q	PAQ_L	7777	Refused	10	8096	PAD810Q
PAD790Q	PAQ_L	9999	Don't know	39	8135	PAD810Q
PAD790Q	PAQ_L	.	Missing	18	8153	
PAD790U	PAQ_L	D	Day	985	985	
PAD790U	PAQ_L	M	Month	472	1457	
PAD790U	PAQ_L	W	Week	4851	6308	
PAD790U	PAQ_L	Y	Year	82	6390	
PAD790U	PAQ_L	&lt; blank &gt;	Missing	1763	8153	
PAD800	PAQ_L	1 to 720	Range of Values	6371	6371	
PAD800	PAQ_L	7777	Refused	0	6371	
PAD800	PAQ_L	9999	Don't know	19	6390	
PAD800	PAQ_L	.	Missing	1763	8153	
PAD810Q	PAQ_L	0 to 200	Range of Values	8099	8099	
PAD810Q	PAQ_L	7777	Refused	4	8103	PAD680
PAD810Q	PAQ_L	9999	Don't know	36	8139	PAD680
PAD810Q	PAQ_L	.	Missing	14	8153	
PAD810U	PAQ_L	D	Day	235	235	
PAD810U	PAQ_L	M	Month	711	946	
PAD810U	PAQ_L	W	Week	2590	3536	
PAD810U	PAQ_L	Y	Year	150	3686	
PAD810U	PAQ_L	&lt; blank &gt;	Missing	4467	8153	
PAD820	PAQ_L	1 to 900	Range of Values	3673	3673	
PAD820	PAQ_L	7777	Refused	1	3674	
PAD820	PAQ_L	9999	Don't know	13	3687	
PAD820	PAQ_L	.	Missing	4466	8153	
PAD680	PAQ_L	0 to 1380	Range of Values	8065	8065	
PAD680	PAQ_L	7777	Refused	6	8071	
PAD680	PAQ_L	9999	Don't know	67	8138	
PAD680	PAQ_L	.	Missing	15	8153	
PAQ706	PAQY_L	0	0 days	204	204	
PAQ706	PAQY_L	1	1 day	103	307	
PAQ706	PAQY_L	2	2 days	184	491	
PAQ706	PAQY_L	3	3 days	258	749	
PAQ706	PAQY_L	4	4 days	282	1031	
PAQ706	PAQY_L	5	5 days	551	1582	
PAQ706	PAQY_L	6	6 days	246	1828	
PAQ706	PAQY_L	7	7 days	1201	3029	
PAQ706	PAQY_L	77	Refused	2	3031	
PAQ706	PAQY_L	99	Don't know	10	3041	
PAQ706	PAQY_L	.	Missing	68	3109	
PAQ711	PAQY_L	0 to 8	Range of Values	2915	2915	
PAQ711	PAQY_L	9	9 or more hours	110	3025	
PAQ711	PAQY_L	77	Refused	2	3027	
PAQ711	PAQY_L	99	Don't know	14	3041	
PAQ711	PAQY_L	.	Missing	68	3109	
RXQ033	RXQ_RX_L	1	Yes	6255	6255	
RXQ033	RXQ_RX_L	2	No	5638	11893	End of Section
RXQ033	RXQ_RX_L	7	Refused	8	11901	End of Section
RXQ033	RXQ_RX_L	9	Don't know	7	11908	End of Section
RXQ033	RXQ_RX_L	.	Missing	25	11933	
RXQ050	RXQ_RX_L	1	1,	1621	1621	
RXQ050	RXQ_RX_L	2	2,	1183	2804	
RXQ050	RXQ_RX_L	3	3,	835	3639	
RXQ050	RXQ_RX_L	4	4, or	690	4329	
RXQ050	RXQ_RX_L	5	5 or more?	1917	6246	
RXQ050	RXQ_RX_L	7	Refused	4	6250	
RXQ050	RXQ_RX_L	9	Don't know	5	6255	
RXQ050	RXQ_RX_L	.	Missing	5678	11933	
RXQ510	RXQASA_L	1	Yes	2049	2049	
RXQ510	RXQASA_L	2	No	3654	5703	RXQ520
RXQ510	RXQASA_L	7	Refused	0	5703	RXQ520
RXQ510	RXQASA_L	9	Don't know	9	5712	RXQ520
RXQ510	RXQASA_L	.	Missing	13	5725	
RXQ515	RXQASA_L	1	Yes	1300	1300	End of Section
RXQ515	RXQASA_L	2	No	641	1941	End of Section
RXQ515	RXQASA_L	3	Sometimes	51	1992	End of Section
RXQ515	RXQASA_L	4	Stopped aspirin use due to side effects	55	2047	End of Section
RXQ515	RXQASA_L	7	7	1	2048	
RXQ515	RXQASA_L	9	Don't know	1	2049	
RXQ515	RXQASA_L	.	Missing	3676	5725	
RXQ520	RXQASA_L	1	Yes	203	203	
RXQ520	RXQASA_L	2	No	3459	3662	
RXQ520	RXQASA_L	7	Refused	0	3662	
RXQ520	RXQASA_L	9	Don't know	1	3663	
RXQ520	RXQASA_L	.	Missing	2062	5725	
RHQ010	RHQ_L	6 to 19	Range of Values	3336	3336	
RHQ010	RHQ_L	0	Hasn't started yet	28	3364	End of Section
RHQ010	RHQ_L	20	20 years or older	5	3369	
RHQ010	RHQ_L	777	Refused	2	3371	
RHQ010	RHQ_L	999	Don't know	9	3380	
RHQ010	RHQ_L	.	Missing	537	3917	
RHQ031	RHQ_L	1	Yes	1496	1496	
RHQ031	RHQ_L	2	No	1854	3350	RHD043
RHQ031	RHQ_L	7	Refused	1	3351	RHQ060
RHQ031	RHQ_L	9	Don't know	4	3355	RHQ060
RHQ031	RHQ_L	.	Missing	562	3917	
RHD043	RHQ_L	1	Pregnancy	6	6	
RHD043	RHQ_L	2	Breast feeding	6	12	
RHD043	RHQ_L	3	Hysterectomy	502	514	
RHD043	RHQ_L	7	Menopause/Change of life	1136	1650	
RHD043	RHQ_L	9	Other	177	1827	
RHD043	RHQ_L	77	Refused	3	1830	
RHD043	RHQ_L	99	Don't know	4	1834	
RHD043	RHQ_L	.	Missing	2083	3917	
RHQ060	RHQ_L	20 to 59	Range of Values	1774	1774	
RHQ060	RHQ_L	19	19 years or under	30	1804	
RHQ060	RHQ_L	60	60 years or older	29	1833	
RHQ060	RHQ_L	777	Refused	0	1833	
RHQ060	RHQ_L	999	Don't know	6	1839	
RHQ060	RHQ_L	.	Missing	2078	3917	
RHQ078	RHQ_L	1	Yes	76	76	
RHQ078	RHQ_L	2	No	1587	1663	
RHQ078	RHQ_L	7	Refused	0	1663	
RHQ078	RHQ_L	9	Don't know	0	1663	
RHQ078	RHQ_L	.	Missing	2254	3917	
RHQ131	RHQ_L	1	Yes	1114	1114	
RHQ131	RHQ_L	2	No	429	1543	RHD280
RHQ131	RHQ_L	7	Refused	0	1543	RHD280
RHQ131	RHQ_L	9	Don't know	0	1543	RHD280
RHQ131	RHQ_L	.	Missing	2374	3917	
RHD143	RHQ_L	1	Yes	30	30	
RHD143	RHQ_L	2	No	536	566	
RHD143	RHQ_L	7	Refused	0	566	
RHD143	RHQ_L	9	Don't know	1	567	
RHD143	RHQ_L	.	Missing	3350	3917	
RHD167	RHQ_L	0 to 4	Range of Values	1047	1047	
RHD167	RHQ_L	5	5 or more	67	1114	
RHD167	RHQ_L	77	Refused	0	1114	
RHD167	RHQ_L	99	Don't know	0	1114	
RHD167	RHQ_L	.	Missing	2803	3917	
RHQ200	RHQ_L	1	Yes	28	28	
RHQ200	RHQ_L	2	No	498	526	
RHQ200	RHQ_L	7	Refused	0	526	
RHQ200	RHQ_L	9	Don't know	0	526	
RHQ200	RHQ_L	.	Missing	3391	3917	
RHD280	RHQ_L	1	Yes	653	653	
RHD280	RHQ_L	2	No	2198	2851	
RHD280	RHQ_L	7	Refused	0	2851	
RHD280	RHQ_L	9	Don't know	2	2853	
RHD280	RHQ_L	.	Missing	1064	3917	
RHQ305	RHQ_L	1	Yes	359	359	
RHQ305	RHQ_L	2	No	2485	2844	
RHQ305	RHQ_L	7	Refused	2	2846	
RHQ305	RHQ_L	9	Don't know	4	2850	
RHQ305	RHQ_L	.	Missing	1067	3917	
RHQ332	RHQ_L	22 to 59	Range of Values	308	308	
RHQ332	RHQ_L	19	19 years or under	1	309	
RHQ332	RHQ_L	60	60 years or older	46	355	
RHQ332	RHQ_L	777	Refused	0	355	
RHQ332	RHQ_L	999	Don't know	4	359	
RHQ332	RHQ_L	.	Missing	3558	3917	
SLQ300	SLQ_L	Usual sleep time on weekdays or workdays	Value was recorded	8346	8346	
SLQ300	SLQ_L	77777	Refused	6	8352	
SLQ300	SLQ_L	99999	Don't know	82	8434	
SLQ300	SLQ_L	&lt; blank &gt;	Missing	67	8501	
SLQ310	SLQ_L	Usual wake time on weekdays or workdays	Value was recorded	8383	8383	
SLQ310	SLQ_L	77777	Refused	6	8389	
SLQ310	SLQ_L	99999	Don't know	45	8434	
SLQ310	SLQ_L	&lt; blank &gt;	Missing	67	8501	
SLD012	SLQ_L	3 to 13.5	Range of Values	8318	8318	
SLD012	SLQ_L	2	Less then 3 hours	33	8351	
SLD012	SLQ_L	14	14 hours or more	37	8388	
SLD012	SLQ_L	.	Missing	113	8501	
SLQ320	SLQ_L	Usual sleep time on weekends	Value was recorded	8344	8344	
SLQ320	SLQ_L	77777	Refused	10	8354	
SLQ320	SLQ_L	99999	Don't know	78	8432	
SLQ320	SLQ_L	&lt; blank &gt;	Missing	69	8501	
SLQ330	SLQ_L	Usual wake time on weekends	Value was recorded	8374	8374	
SLQ330	SLQ_L	77777	Refused	8	8382	
SLQ330	SLQ_L	99999	Don't know	49	8431	
SLQ330	SLQ_L	&lt; blank &gt;	Missing	70	8501	
SLD013	SLQ_L	3 to 13.5	Range of Values	8302	8302	
SLD013	SLQ_L	2	Less then 3 hours	33	8335	
SLD013	SLQ_L	14	14 hours or more	52	8387	
SLD013	SLQ_L	.	Missing	114	8501	
SMQ020	SMQ_L	1	Yes	3243	3243	
SMQ020	SMQ_L	2	No	4878	8121	SMAQUEX2
SMQ020	SMQ_L	7	Refused	7	8128	SMAQUEX2
SMQ020	SMQ_L	9	Don't know	7	8135	SMAQUEX2
SMQ020	SMQ_L	.	Missing	880	9015	
SMQ040	SMQ_L	1	Every day	952	952	
SMQ040	SMQ_L	2	Some days	238	1190	
SMQ040	SMQ_L	3	Not at all	2053	3243	
SMQ040	SMQ_L	7	Refused	0	3243	SMAQUEX2
SMQ040	SMQ_L	9	Don't know	0	3243	SMAQUEX2
SMQ040	SMQ_L	.	Missing	5772	9015	
SMD641	SMQ_L	0 to 30	Range of Values	268	268	
SMD641	SMQ_L	77	Refused	0	268	
SMD641	SMQ_L	99	Don't know	5	273	
SMD641	SMQ_L	.	Missing	8742	9015	
SMD650	SMQ_L	2 to 90	Range of Values	1080	1080	
SMD650	SMQ_L	1	1 cigarette or less	94	1174	
SMD650	SMQ_L	95	95 cigarettes or more	2	1176	
SMD650	SMQ_L	777	Refused	0	1176	
SMD650	SMQ_L	999	Don't know	9	1185	
SMD650	SMQ_L	.	Missing	7830	9015	
SMD100MN	SMQ_L	0	Non-menthol	712	712	
SMD100MN	SMQ_L	1	Menthol	460	1172	
SMD100MN	SMQ_L	7	Refused	0	1172	
SMD100MN	SMQ_L	9	Don't know	3	1175	
SMD100MN	SMQ_L	.	Missing	7840	9015	
SMQ621	SMQ_L	1	I have never smoked, not even a puff	720	720	SMAQUEX2
SMQ621	SMQ_L	2	1 or more puffs but never a whole cigarette	28	748	SMAQUEX2
SMQ621	SMQ_L	3	1 cigarette	6	754	
SMQ621	SMQ_L	4	2 to 5 cigarettes	4	758	
SMQ621	SMQ_L	5	6 to 15 cigarettes	4	762	
SMQ621	SMQ_L	6	16 to 25 cigarettes	5	767	
SMQ621	SMQ_L	7	26 to 99 cigarettes	2	769	
SMQ621	SMQ_L	8	100 or more cigarettes	2	771	
SMQ621	SMQ_L	77	Refused	0	771	SMAQUEX2
SMQ621	SMQ_L	99	Don't know	1	772	SMAQUEX2
SMQ621	SMQ_L	.	Missing	8243	9015	
SMD630	SMQ_L	9 to 16	Range of Values	23	23	
SMD630	SMQ_L	6	6 years or less	0	23	
SMD630	SMQ_L	77	Refused	0	23	
SMD630	SMQ_L	99	Don't know	0	23	
SMD630	SMQ_L	.	Missing	8992	9015	
SMAQUEX2	SMQ_L	1	Home Interview (18+ Yrs)	8153	8153	
SMAQUEX2	SMQ_L	2	ACASI (12 - 17 Yrs)	862	9015	
SMAQUEX2	SMQ_L	.	Missing	0	9015	
SMD460	SMQFAM_L	0	No one in household is a smoker	7998	7998	End of Section
SMD460	SMQFAM_L	1	1 household member is a smoker	1800	9798	
SMD460	SMQFAM_L	2	2 or more household members are smokers	804	10602	
SMD460	SMQFAM_L	777	Refused	19	10621	End of Section
SMD460	SMQFAM_L	999	Don't know	3	10624	End of Section
SMD460	SMQFAM_L	.	Missing	1309	11933	
SMD470	SMQFAM_L	0	No one smokes inside the house	1663	1663	
SMD470	SMQFAM_L	1	1 household member smokes inside the house	643	2306	
SMD470	SMQFAM_L	2	2 or more household members smoke inside the house	297	2603	
SMD470	SMQFAM_L	777	Refused	0	2603	
SMD470	SMQFAM_L	999	Don't know	1	2604	
SMD470	SMQFAM_L	.	Missing	9329	11933	
SMQ681	SMQRTU_L	1	Yes	935	935	
SMQ681	SMQRTU_L	2	No	5330	6265	SMQ846
SMQ681	SMQRTU_L	7	Refused	1	6266	SMQ846
SMQ681	SMQRTU_L	9	Don't know	2	6268	SMQ846
SMQ681	SMQRTU_L	.	Missing	931	7199	
SMQ690A	SMQRTU_L	1	Cigarettes	788	788	
SMQ690A	SMQRTU_L	77	Refused	1	789	
SMQ690A	SMQRTU_L	99	Don't know	3	792	
SMQ690A	SMQRTU_L	.	Missing	6407	7199	
SMQ710	SMQRTU_L	1 to 5	Range of Values	786	786	
SMQ710	SMQRTU_L	7	Refused	1	787	
SMQ710	SMQRTU_L	9	Don't know	1	788	
SMQ710	SMQRTU_L	.	Missing	6411	7199	
SMQ720	SMQRTU_L	1 to 35	Range of Values	772	772	
SMQ720	SMQRTU_L	40	40 or more	14	786	
SMQ720	SMQRTU_L	777	Refused	1	787	
SMQ720	SMQRTU_L	999	Don't know	1	788	
SMQ720	SMQRTU_L	.	Missing	6411	7199	
SMQ725	SMQRTU_L	1	Today	665	665	
SMQ725	SMQRTU_L	2	Yesterday	77	742	
SMQ725	SMQRTU_L	3	3 to 5 days ago	41	783	
SMQ725	SMQRTU_L	7	Refused	0	783	
SMQ725	SMQRTU_L	9	Don't know	1	784	
SMQ725	SMQRTU_L	.	Missing	6415	7199	
SMQ690B	SMQRTU_L	2	Pipes	25	25	
SMQ690B	SMQRTU_L	.	Missing	7174	7199	
SMQ740	SMQRTU_L	1 to 5	Range of Values	25	25	
SMQ740	SMQRTU_L	7	Refused	0	25	
SMQ740	SMQRTU_L	9	Don't know	0	25	
SMQ740	SMQRTU_L	.	Missing	7174	7199	
SMQ690C	SMQRTU_L	3	Cigars or little cigars or cigarillos	122	122	
SMQ690C	SMQRTU_L	.	Missing	7077	7199	
SMQ770	SMQRTU_L	1 to 5	Range of Values	122	122	
SMQ770	SMQRTU_L	7	Refused	0	122	
SMQ770	SMQRTU_L	9	Don't know	0	122	
SMQ770	SMQRTU_L	.	Missing	7077	7199	
SMQ690G	SMQRTU_L	7	Water pipes or Hookahs	46	46	
SMQ690G	SMQRTU_L	.	Missing	7153	7199	
SMQ845	SMQRTU_L	1 to 5	Range of Values	45	45	
SMQ845	SMQRTU_L	7	Refused	0	45	
SMQ845	SMQRTU_L	9	Don't know	1	46	
SMQ845	SMQRTU_L	.	Missing	7153	7199	
SMQ846	SMQRTU_L	1	Yes	400	400	
SMQ846	SMQRTU_L	2	No	5863	6263	SMQ851
SMQ846	SMQRTU_L	7	Refused	1	6264	SMQ851
SMQ846	SMQRTU_L	9	Don't know	4	6268	SMQ851
SMQ846	SMQRTU_L	.	Missing	931	7199	
SMQ849	SMQRTU_L	1 to 5	Range of Values	399	399	
SMQ849	SMQRTU_L	7	Refused	0	399	
SMQ849	SMQRTU_L	9	Don't know	1	400	
SMQ849	SMQRTU_L	.	Missing	6799	7199	
SMQ851	SMQRTU_L	1	Yes	92	92	
SMQ851	SMQRTU_L	2	No	6167	6259	SMQ863
SMQ851	SMQRTU_L	7	Refused	2	6261	SMQ863
SMQ851	SMQRTU_L	9	Don't know	2	6263	SMQ863
SMQ851	SMQRTU_L	.	Missing	936	7199	
SMQ690D	SMQRTU_L	4	Chewing tobacco	30	30	
SMQ690D	SMQRTU_L	77	Refused	2	32	
SMQ690D	SMQRTU_L	99	Don't know	9	41	
SMQ690D	SMQRTU_L	.	Missing	7158	7199	
SMQ690E	SMQRTU_L	5	Snuff	8	8	
SMQ690E	SMQRTU_L	.	Missing	7191	7199	
SMQ690K	SMQRTU_L	11	Other smokeless	51	51	
SMQ690K	SMQRTU_L	.	Missing	7148	7199	
SMQ863	SMQRTU_L	1	Yes	86	86	
SMQ863	SMQRTU_L	2	No	5397	5483	SMDANY
SMQ863	SMQRTU_L	7	Refused	2	5485	SMDANY
SMQ863	SMQRTU_L	9	Don't know	0	5485	SMDANY
SMQ863	SMQRTU_L	.	Missing	1714	7199	
SMQ690F	SMQRTU_L	6	Nicotine patches, gum, or other nicotine replacement therapy product	86	86	
SMQ690F	SMQRTU_L	.	Missing	7113	7199	
SMDANY	SMQRTU_L	1	Yes	1282	1282	
SMDANY	SMQRTU_L	2	No	4969	6251	
SMDANY	SMQRTU_L	7	Refused	1	6252	
SMDANY	SMQRTU_L	9	Don't know	0	6252	
SMDANY	SMQRTU_L	.	Missing	947	7199	
WTSVOC2Y	VTQ_L	11386.962716 to 543590.56928	Range of Values	2960	2960	
WTSVOC2Y	VTQ_L	0	No Lab Result	658	3618	End of Section
WTSVOC2Y	VTQ_L	.	Missing	0	3618	
VTQ231A	VTQ_L	1	Yes	252	252	
VTQ231A	VTQ_L	2	No	2665	2917	
VTQ231A	VTQ_L	7	Refused	0	2917	
VTQ231A	VTQ_L	9	Don't know	40	2957	
VTQ231A	VTQ_L	.	Missing	661	3618	
VTQ233A	VTQ_L	1	Yes	473	473	
VTQ233A	VTQ_L	2	No	2482	2955	
VTQ233A	VTQ_L	7	Refused	0	2955	
VTQ233A	VTQ_L	9	Don't know	2	2957	
VTQ233A	VTQ_L	.	Missing	661	3618	
VTQ233B	VTQ_L	1	Today	252	252	
VTQ233B	VTQ_L	2	Yesterday	157	409	
VTQ233B	VTQ_L	3	More than 2 days	63	472	
VTQ233B	VTQ_L	7	Refused	0	472	
VTQ233B	VTQ_L	9	Don't know	1	473	
VTQ233B	VTQ_L	.	Missing	3145	3618	
VTQ244A	VTQ_L	1	Yes	638	638	
VTQ244A	VTQ_L	2	No	2311	2949	VTQ261A
VTQ244A	VTQ_L	7	Refused	0	2949	VTQ261A
VTQ244A	VTQ_L	9	Don't know	8	2957	VTQ261A
VTQ244A	VTQ_L	.	Missing	661	3618	
VTD244B	VTQ_L	1 to 48	Range of Values	628	628	
VTD244B	VTQ_L	0	Less than one hour	10	638	
VTD244B	VTQ_L	77	Refused	0	638	
VTD244B	VTQ_L	99	Don't know	0	638	
VTD244B	VTQ_L	.	Missing	2980	3618	
VTQ261A	VTQ_L	1	Yes	50	50	
VTQ261A	VTQ_L	2	No	2899	2949	VTQ271A
VTQ261A	VTQ_L	7	Refused	0	2949	VTQ271A
VTQ261A	VTQ_L	9	Don't know	8	2957	VTQ271A
VTQ261A	VTQ_L	.	Missing	661	3618	
VTD261B	VTQ_L	1 to 48	Range of Values	49	49	
VTD261B	VTQ_L	0	Less than one hour	0	49	
VTD261B	VTQ_L	77	Refused	0	49	
VTD261B	VTQ_L	99	Don't know	0	49	
VTD261B	VTQ_L	.	Missing	3569	3618	
VTQ271A	VTQ_L	1	Yes	2286	2286	
VTQ271A	VTQ_L	2	No	666	2952	VTQ281A
VTQ271A	VTQ_L	7	Refused	0	2952	VTQ281A
VTQ271A	VTQ_L	9	Don't know	5	2957	VTQ281A
VTQ271A	VTQ_L	.	Missing	661	3618	
VTD271B	VTQ_L	1 to 48	Range of Values	2285	2285	
VTD271B	VTQ_L	0	Less than one hour	0	2285	
VTD271B	VTQ_L	77	Refused	0	2285	
VTD271B	VTQ_L	99	Don't know	0	2285	
VTD271B	VTQ_L	.	Missing	1333	3618	
VTQ281A	VTQ_L	1	Yes	80	80	
VTQ281A	VTQ_L	2	No	2872	2952	End of Section
VTQ281A	VTQ_L	7	Refused	0	2952	End of Section
VTQ281A	VTQ_L	9	Don't know	4	2956	End of Section
VTQ281A	VTQ_L	.	Missing	662	3618	
VTD281B	VTQ_L	1 to 48	Range of Values	80	80	
VTD281B	VTQ_L	0	Less than one hour	0	80	
VTD281B	VTQ_L	77	Refused	0	80	
VTD281B	VTQ_L	99	Don't know	0	80	
VTD281B	VTQ_L	.	Missing	3538	3618	
WHD010	WHQ_L	40 to 83	Range of Values	8414	8414	
WHD010	WHQ_L	7777	Refused	2	8416	
WHD010	WHQ_L	9999	Don't know	70	8486	
WHD010	WHQ_L	.	Missing	15	8501	
WHD020	WHQ_L	63 to 530	Range of Values	8358	8358	
WHD020	WHQ_L	7777	Refused	40	8398	
WHD020	WHQ_L	9999	Don't know	88	8486	
WHD020	WHQ_L	.	Missing	15	8501	
WHD050	WHQ_L	67 to 530	Range of Values	8272	8272	
WHD050	WHQ_L	7777	Refused	33	8305	
WHD050	WHQ_L	9999	Don't know	181	8486	
WHD050	WHQ_L	.	Missing	15	8501	
WHQ070	WHQ_L	1	Yes	3855	3855	
WHQ070	WHQ_L	2	No	4627	8482	
WHQ070	WHQ_L	7	Refused	1	8483	
WHQ070	WHQ_L	9	Don't know	3	8486	
WHQ070	WHQ_L	.	Missing	15	8501	
